cod;municipio;popula
2702207;Coqueiro Seco (AL);5845
3102050;Alto Caparaó (MG);5847
3553856;Taquarivaí (SP);5852
4113254;Laranjal (PR);5852
3528700;Marabá Paulista (SP);5853
4124905;São João do Caiuá (PR);5855
3162575;São João do Manteninha (MG);5859
2209302;Santa Luz (PI);5860
1710706;Itaguatins (TO);5864
4315909;Rodeio Bonito (RS);5867
2202539;Caraúbas do Piauí (PI);5868
4118600;Paula Freitas (PR);5873
3509106;Caiuá (SP);5874
2404903;Itaú (RN);5878
3126802;Frei Gaspar (MG);5880
2513307;Santa Helena (PB);5889
2801603;Cedro de São João (SE);5897
4125753;São Pedro do Iguaçu (PR);5897
5209150;Gouvelândia (GO);5898
4322541;Vale Real (RS);5913
4100202;Adrianópolis (PR);5919
5003504;Douradina (MS);5924
2506608;Ibiara (PB);5929
1507755;Sapucaia (PA);5930
3146206;Ouro Verde de Minas (MG);5934
4212700;Petrolândia (SC);5937
3152600;Pouso Alto (MG);5940
4214508;Rio do Campo (SC);5940
2202133;Campo Grande do Piauí (PI);5943
5003108;Corguinho (MS);5947
2510204;Nova Olinda (PB);5949
4300307;Alecrim (RS);5950
2406007;José da Penha (RN);5951
2414159;Tenente Laurentino Cruz (RN);5952
3548104;Santo Antônio do Jardim (SP);5954
2514453;São José dos Ramos (PB);5957
4307559;Estação (RS);5958
4107405;Enéas Marques (PR);5961
3501806;Américo de Campos (SP);5969
2412708;São Pedro (RN);5971
3120300;Cristália (MG);5971
3147956;Patis (MG);5972
2109056;Porto Rico do Maranhão (MA);5975
4107306;Doutor Camargo (PR);5979
3537701;Piacatu (SP);5980
4300703;Anta Gorda (RS);5981
1600212;Cutias (AP);5983
2403707;Felipe Guerra (RN);5985
5106000;Nortelândia (MT);5989
3156502;Rubelita (MG);5995
4117453;Ouro Verde do Oeste (PR);5996
3101201;Aiuruoca (MG);6003
2614402;Solidão (PE);6007
3545704;Santa Albertina (SP);6008
3122405;Divisa Nova (MG);6011
2503902;Camalaú (PB);6013
2503803;Caldas Brandão (PB);6014
3134301;Itumirim (MG);6023
3509452;Campina do Monte Alegre (SP);6024
3500758;Alambari (SP);6025
1715705;Palmeirante (TO);6026
3143807;Munhoz (MG);6029
2501708;Barra de São Miguel (PB);6036
2209872;São João da Fronteira (PI);6042
2101939;Bernardo do Mearim (MA);6043
2403400;Equador (RN);6045
4108320;Francisco Alves (PR);6046
5211701;Jandaia (GO);6048
3134103;Itueta (MG);6051
4311627;Lindolfo Collor (RS);6054
3512506;Coroados (SP);6058
3539905;Poloni (SP);6059
1101450;Parecis (RO);6074
3500550;Águas de Santa Bárbara (SP);6075
3107703;Bom Jesus do Amparo (MG);6083
2413102;Senador Elói de Souza (RN);6086
2512721;Pedro Régis (PB);6089
3146552;Pai Pedro (MG);6089
4305124;Cerrito (RS);6091
3536802;Pedra Bela (SP);6093
3145455;Olhos-d'Água (MG);6096
1706506;Darcinópolis (TO);6097
2515906;Serraria (PB);6099
3514700;Echaporã (SP);6102
5008404;Vicentina (MS);6102
4111100;Itambé (PR);6108
5200852;Americano do Brasil (GO);6111
5002803;Caracol (MS);6116
2502607;Igaracy (PB);6117
5105234;Lambari D'Oeste (MT);6121
4118857;Perobal (PR);6127
1507466;São João da Ponta (PA);6139
2209906;São João da Serra (PI);6139
4203105;Caibi (SC);6148
3167806;Soledade de Minas (MG);6151
2202729;Cocal dos Alves (PI);6153
3127503;Gonzaga (MG);6158
2709004;Tanque d'Arca (AL);6162
4310405;Independência (RS);6167
4208005;Itá (SC);6169
4301651;Barão (RS);6171
5222203;Vila Boa (GO);6171
3547007;Santa Maria da Serra (SP);6173
2918605;Jussiape (BA);6186
2412104;São João do Sabugi (RN);6193
5209937;Inaciolândia (GO);6194
4207403;Imbuia (SC);6197
4304309;Cândido Godói (RS);6198
3150703;Pirajuba (MG);6199
2201739;Betânia do Piauí (PI);6205
2933257;Vereda (BA);6205
4214409;Rio das Antas (SC);6205
2913309;Ichu (BA);6206
4125407;São José da Boa Vista (PR);6206
3512100;Colômbia (SP);6210
2413508;Serrinha (RN);6229
1100601;Cacaulândia (RO);6230
4300901;Aratiba (RS);6235
3161304;São Francisco de Sales (MG);6238
3167400;Silvianópolis (MG);6238
2209104;Santa Cruz do Piauí (PI);6240
4315156;Progresso (RS);6244
2209203;Santa Filomena (PI);6253
4100905;Amaporã (PR);6257
3169109;Toledo (MG);6258
4300505;Alpestre (RS);6258
2104701;Graça Aranha (MA);6262
5219902;São Francisco de Goiás (GO);6264
3138674;Luisburgo (MG);6266
3131000;Inhaúma (MG);6271
4302501;Bossoroca (RS);6279
5219738;Santo Antônio de Goiás (GO);6283
3552908;Taciba (SP);6285
2301802;Baixio (CE);6288
3553104;Taiaçu (SP);6295
3165503;Sardoá (MG);6300
3552007;Silveiras (SP);6302
3555356;Ubarana (SP);6309
3115458;Catuji (MG);6311
2927804;Santa Cruz da Vitória (BA);6315
3108503;Botumirim (MG);6319
3519204;Iacri (SP);6321
4119202;Pinhalão (PR);6326
3544806;Sales (SP);6331
4316956;Santa Maria do Herval (RS);6331
3119955;Córrego Fundo (MG);6337
4202131;Bela Vista do Toldo (SC);6337
4219200;Vidal Ramos (SC);6338
4119004;Pérola d'Oeste (PR);6347
4109757;Ibema (PR);6352
2505238;Cuité de Mamanguape (PB);6353
3503109;Arandu (SP);6357
2514305;São José de Caiana (PB);6359
2210300;São Julião (PI);6363
3157658;Santa Helena de Minas (MG);6366
3146255;Padre Carvalho (MG);6378
4216255;São João do Oeste (SC);6381
4103040;Boa Ventura de São Roque (PR);6387
2207777;Patos do Piauí (PI);6392
2201945;Boqueirão do Piauí (PI);6407
4312476;Morro Reuter (RS);6407
3150604;Piracema (MG);6409
5200555;Alto Horizonte (GO);6414
2209401;Santo Antônio de Lisboa (PI);6415
2311231;Potiretama (CE);6419
2209708;São Francisco do Piauí (PI);6423
2413003;São Vicente (RN);6424
4303608;Cambará do Sul (RS);6431
2209005;Rio Grande do Piauí (PI);6432
3536109;Pardinho (SP);6435
2410256;Porto do Mangue (RN);6437
2206050;Massapê do Piauí (PI);6441
2915908;Itanagra (BA);6441
3141504;Mendes Pimentel (MG);6446
2502904;Brejo dos Santos (PB);6449
4311254;Lagoão (RS);6452
3163508;São José do Jacuri (MG);6453
3535705;Paraíso (SP);6454
4200606;Águas Mornas (SC);6469
3107505;Bom Jardim de Minas (MG);6474
1718758;Rio Sono (TO);6478
3168903;Tiros (MG);6480
3170578;Vargem Alegre (MG);6480
2804706;Nossa Senhora de Lourdes (SE);6483
2202752;Colônia do Gurguéia (PI);6484
4200507;Águas de Chapecó (SC);6486
4320552;Sertão Santana (RS);6486
1100296;Santa Luzia D'Oeste (RO);6495
3523701;Itirapuã (SP);6499
3138104;Lassance (MG);6512
4313102;Nova Palma (RS);6512
3534104;Oriente (SP);6515
2504033;Capim (PB);6523
2100105;Afonso Cunha (MA);6524
2510402;Olho d'Água (PB);6526
3161205;São Francisco de Paula (MG);6527
5007802;Selvíria (MS);6529
2309904;Pacujá (CE);6533
4314076;Passo do Sobrado (RS);6535
1200435;Santa Rosa do Purus (AC);6540
3139250;Mamonas (MG);6543
3516606;Gália (SP);6548
2401859;Caiçara do Norte (RN);6549
3130408;Ijaci (MG);6550
2505600;Diamante (PB);6552
3164472;São Sebastião do Anta (MG);6555
2513158;Santa Cecília (PB);6558
3129202;Heliodora (MG);6558
5219100;Santa Bárbara de Goiás (GO);6560
2206902;Novo Oriente do Piauí (PI);6565
4312450;Morro Redondo (RS);6568
2509396;Maturéia (PB);6569
4206108;Grão Pará (SC);6569
3122900;Dona Eusébia (MG);6572
2805208;Pinhão (SE);6576
4108205;Formosa do Oeste (PR);6578
3128600;Guarda-Mor (MG);6580
5101852;Bom Jesus do Araguaia (MT);6580
4108908;Guairaçá (PR);6581
4111001;Itambaracá (PR);6582
2513208;Santa Cruz (PB);6583
2922755;Nova Ibiá (BA);6591
4103305;Borrazópolis (PR);6592
3524907;Jambeiro (SP);6602
4316758;Santa Clara do Sul (RS);6603
4115309;Mariópolis (PR);6610
2206357;Milton Brandão (PI);6613
3146701;Palma (MG);6616
2509156;Marizópolis (PB);6617
4301701;Barão de Cotegipe (RS);6623
5207535;Faina (GO);6627
2511608;Pilões (PB);6635
3542008;Quintana (SP);6638
4310439;Ipê (RS);6640
5106182;Nova Lacerda (MT);6640
1702307;Arapoema (TO);6643
2504504;Condado (PB);6654
1713809;Palmeiras do Tocantins (TO);6658
3532306;Natividade da Serra (SP);6661
4301503;Augusto Pestana (RS);6661
2707800;Roteiro (AL);6664
3518107;Guarantã (SP);6664
4308409;Formigueiro (RS);6664
5215504;Ouvidor (GO);6667
4308003;Faxinal do Soturno (RS);6677
2915403;Itaju do Colônia (BA);6682
3138682;Luislândia (MG);6699
2700904;Belo Monte (AL);6704
3120151;Crisólita (MG);6704
4305439;Chuí (RS);6704
2210201;São José do Piauí (PI);6705
1506906;Santarém Novo (PA);6709
5106653;Pontal do Araguaia (MT);6711
4302204;Boa Vista do Buricá (RS);6712
5005152;Juti (MS);6712
4311775;Maquiné (RS);6714
2409704;Pedro Avelino (RN);6716
2111672;São Roberto (MA);6719
3502309;Anhembi (SP);6724
2210938;Sussuapara (PI);6730
3117876;Confins (MG);6730
3169505;Tumiritinga (MG);6732
1700301;Aguiarnópolis (TO);6733
4126207;Sapopema (PR);6736
5104542;Itanhangá (MT);6737
3202009;Dores do Rio Preto (ES);6749
4305702;Condor (RS);6753
3113602;Careaçu (MG);6757
2205573;Lagoa de São Francisco (PI);6758
2904803;Caatiba (BA);6758
2406205;Lagoa d'Anta (RN);6769
4107900;Floresta (PR);6774
3164605;São Sebastião do Oeste (MG);6775
4309654;Hulha Negra (RS);6776
2201770;Boa Hora (PI);6781
3122355;Divisa Alegre (MG);6786
3116308;Cipotânea (MG);6787
2200608;Angical do Piauí (PI);6788
5001508;Bandeirantes (MS);6788
2206670;Morro do Chapéu do Piauí (PI);6796
4121604;Renascença (PR);6802
2505204;Cuitegi (PB);6803
3138005;Laranjal (MG);6810
3149952;Periquito (MG);6810
3548203;Santo Antônio do Pinhal (SP);6811
2611533;Quixaba (PE);6813
3127305;Galiléia (MG);6817
4307104;Herval (RS);6821
5100359;Alto Boa Vista (MT);6822
1101807;Vale do Paraíso (RO);6825
4122701;Sabáudia (PR);6827
4128708;Vitorino (PR);6838
4316303;Roque Gonzales (RS);6847
5220686;Simolândia (GO);6856
2207207;Padre Marcos (PI);6868
3108107;Bonfim (MG);6868
2915304;Itagimirim (BA);6869
3103751;Araporã (MG);6869
2405108;Jandaíra (RN);6878
4124608;São Carlos do Ivaí (PR);6878
3130705;Indianópolis (MG);6891
5102686;Campos de Júlio (MT);6891
3554953;Tuiuti (SP);6894
1707108;Divinópolis do Tocantins (TO);6900
3130556;Imbé de Minas (MG);6903
2203404;Dom Expedito Lopes (PI);6904
3101631;Alfredo Vasconcelos (MG);6907
4307302;Erval Seco (RS);6912
2803708;Macambira (SE);6919
3112406;Capetinga (MG);6920
3117009;Comercinho (MG);6929
3524204;Jaborandi (SP);6929
3547908;Santo Antônio da Alegria (SP);6929
3165404;Sapucaí-Mirim (MG);6930
4318606;São José do Ouro (RS);6933
2701357;Campestre (AL);6936
2911659;Guajeru (BA);6937
3163805;São Miguel do Anta (MG);6938
3118205;Conquista (MG);6939
3109451;Cabeceira Grande (MG);6949
2106201;Luís Domingues (MA);6951
2708204;São Brás (AL);6961
2100550;Amapá do Maranhão (MA);6962
1101435;Nova União (RO);6970
4209508;Laurentino (SC);6970
3532801;Nova Aliança (SP);6973
3131604;Iraí de Minas (MG);6987
3100104;Abadia dos Dourados (MG);6989
3144359;Naque (MG);6996
2501203;Areial (PB);6998
3157104;Salto da Divisa (MG);7009
2203354;Dirceu Arcoverde (PI);7011
4113007;Jussara (PR);7013
2109239;Presidente Médici (MA);7015
4210803;Meleiro (SC);7015
4203402;Campo Belo do Sul (SC);7016
2703502;Jacuípe (AL);7021
3165107;São Tomás de Aquino (MG);7021
4300208;Ajuricaba (RS);7024
2513604;Santana dos Garrotes (PB);7031
4300638;Amaral Ferrador (RS);7031
2201408;Barro Duro (PI);7032
3115706;Central de Minas (MG);7032
4103206;Bom Sucesso (PR);7032
3170750;Varjão de Minas (MG);7036
2515807;Serra Redonda (PB);7041
2502151;Boa Vista (PB);7051
3164308;São Roque de Minas (MG);7051
1700400;Almas (TO);7055
4313805;Palmitinho (RS);7057
3534203;Orindiúva (SP);7066
3524501;Jaci (SP);7067
2403202;Doutor Severiano (RN);7076
4115002;Marilena (PR);7076
3128808;Guidoval (MG);7078
4218400;Treze de Maio (SC);7081
2200053;Acauã (PI);7084
1701903;Araguacema (TO);7086
3165206;São Thomé das Letras (MG);7089
3148756;Pedra Bonita (MG);7097
3158300;Santana da Vargem (MG);7100
3138906;Machacalis (MG);7111
4108650;Goioxim (PR);7111
3121209;Delfinópolis (MG);7114
2911501;Gongogi (BA);7128
4201000;Anita Garibaldi (SC);7133
2400901;Antônio Martins (RN);7145
4200408;Água Doce (SC);7145
2507804;Junco do Seridó (PB);7150
3154150;Reduto (MG);7154
2705408;Monteirópolis (AL);7159
2615102;Terezinha (PE);7169
3305133;São José de Ubá (RJ);7171
2503555;Cacimbas (PB);7173
5211305;Itarumã (GO);7178
5004908;Jaraguari (MS);7187
1503002;Faro (PA);7194
1707207;Dois Irmãos do Tocantins (TO);7198
2304277;Ererê (CE);7198
2503605;Caiçara (PB);7201
3159357;Santa Rita de Minas (MG);7212
2925402;Potiraguá (BA);7224
4310504;Iraí (RS);7241
3123809;Engenheiro Navarro (MG);7242
3121407;Desterro de Entre Rios (MG);7243
2508505;Livramento (PB);7256
4128609;Verê (PR);7257
2914208;Irajuba (BA);7260
3526605;Lavrinhas (SP);7260
4113734;Luiziana (PR);7262
4309902;Ibiraiaras (RS);7262
3160454;Santo Antônio do Retiro (MG);7277
2202174;Campo Largo do Piauí (PI);7279
1706100;Cristalândia (TO);7289
4210407;Maracajá (SC);7293
4211801;Ouro (SC);7295
2707909;Santa Luzia do Norte (AL);7296
4216404;São João do Sul (SC);7297
4311759;Manoel Viana (RS);7299
2510006;Nazarezinho (PB);7301
3512902;Cosmorama (SP);7307
2701902;Chã Preta (AL);7311
4213807;Praia Grande (SC);7319
5207253;Doverlândia (GO);7322
4305900;Coronel Bicaco (RS);7325
3166303;Sericita (MG);7326
3130606;Inconfidentes (MG);7328
2901957;Apuarema (BA);7330
2206704;Nazaré do Piauí (PI);7339
4112959;Juranda (PR);7340
2208908;Ribeiro Gonçalves (PI);7341
5005251;Laguna Carapã (MS);7341
2502003;Belém do Brejo do Cruz (PB);7342
2924108;Pedrão (BA);7347
3130655;Indaiabira (MG);7351
2300804;Antonina do Norte (CE);7353
4118709;Paulo Frontin (PR);7354
3302304;Laje do Muriaé (RJ);7355
4218608;Trombudo Central (SC);7360
3536406;Paulicéia (SP);7366
2515005;São Miguel de Taipu (PB);7368
1501758;Brejo Grande do Araguaia (PA);7380
5212105;Joviânia (GO);7387
1100072;Corumbiara (RO);7391
2110658;São Domingos do Azeitão (MA);7392
3505104;Barbosa (SP);7402
4300646;Ametista do Sul (RS);7409
1200054;Assis Brasil (AC);7417
4320263;Segredo (RS);7421
2922201;Muniz Ferreira (BA);7422
4212007;Palma Sola (SC);7423
3101805;Alpercata (MG);7424
2931400;Teodoro Sampaio (BA);7425
3162948;São José da Barra (MG);7426
3533601;Nuporanga (SP);7432
1710508;Itacajá (TO);7433
1500131;Abel Figueiredo (PA);7434
4101309;Antônio Olinto (PR);7434
4120705;Quatiguá (PR);7449
3162203;São João Batista do Glória (MG);7453
3125606;Felisburgo (MG);7457
4100103;Abatiá (PR);7457
3126000;Florestal (MG);7461
2504157;Casserengue (PB);7468
3553906;Tarabai (SP);7468
2101731;Belágua (MA);7469
4311502;Lavras do Sul (RS);7480
2606309;Granito (PE);7486
2602506;Brejinho (PE);7487
4301750;Barão do Triunfo (RS);7487
4214607;Rio do Oeste (SC);7489
4212304;Paulo Lopes (SC);7494
4106456;Coronel Domingos Soares (PR);7497
3162609;São João do Oriente (MG);7498
3145059;Nova Porteirinha (MG);7500
3150570;Pintópolis (MG);7507
1718865;Santa Fé do Araguaia (TO);7512
4207684;Ipuaçu (SC);7514
3131109;Inimutaba (MG);7515
3142403;Moema (MG);7517
3135605;Jequitaí (MG);7531
3138625;Limeira do Oeste (MG);7536
4309506;Guarani das Missões (RS);7537
2406304;Lagoa de Pedras (RN);7544
1721109;Tocantínia (TO);7545
3521101;Ipeúna (SP);7546
2404853;Itajá (RN);7548
2105989;Lajeado Novo (MA);7550
3116506;Claro dos Poções (MG);7551
3116704;Coimbra (MG);7556
2706604;Paulo Jacinto (AL);7564
3200508;Apiacá (ES);7567
3122207;Divinolândia de Minas (MG);7571
2300606;Altaneira (CE);7586
1505494;Palestina do Pará (PA);7589
5204805;Campo Alegre de Goiás (GO);7589
4103057;Boa Vista da Aparecida (PR);7591
3542701;Restinga (SP);7593
4207700;Ipumirim (SC);7593
5004403;Inocência (MS);7610
4314027;Paraíso do Sul (RS);7611
3137106;Lagamar (MG);7613
2304608;General Sampaio (CE);7618
2616183;Vertente do Lério (PE);7618
2312809;Senador Sá (CE);7623
5200605;Alto Paraíso de Goiás (GO);7624
2804300;Muribeca (SE);7625
2514206;São José da Lagoa Tapada (PB);7630
4109500;Guaraqueçaba (PR);7636
5219001;Sanclerlândia (GO);7637
2111250;São José dos Basílios (MA);7641
2202083;Cajueiro da Praia (PI);7642
3117836;Cônego Marinho (MG);7642
3158508;Santana de Pirapama (MG);7642
4215307;Salete (SC);7642
2312502;São João do Jaguaribe (CE);7645
5212303;Leopoldo de Bulhões (GO);7647
5103858;Gaúcha do Norte (MT);7648
2200251;Alagoinha do Piauí (PI);7651
1717503;Pium (TO);7654
2202778;Colônia do Piauí (PI);7656
3518859;Guatapará (SP);7656
4314001;Paraí (RS);7657
1715754;Palmeirópolis (TO);7659
3505401;Barra do Turvo (SP);7659
3550506;São Pedro do Turvo (SP);7666
5104526;Ipiranga do Norte (MT);7667
3166907;Serrania (MG);7669
3543253;Ribeirão Grande (SP);7673
4319158;São Miguel das Missões (RS);7673
5006408;Pedro Gomes (MS);7674
3134806;Jacuí (MG);7686
3135456;Jenipapo de Minas (MG);7692
2610103;Palmeirina (PE);7693
4302451;Boqueirão do Leão (RS);7714
3106408;Belo Vale (MG);7715
3552304;Sud Mennucci (SP);7718
2508208;Lagoa de Dentro (PB);7719
2514909;São Mamede (PB);7724
3120870;Curral de Dentro (MG);7729
3121803;Dionísio (MG);7729
4314209;Pedro Osório (RS);7730
2313708;Umari (CE);7733
2507408;Jericó (PB);7739
2206506;Monsenhor Hipólito (PI);7749
3165305;São Vicente de Minas (MG);7753
3519501;Ibirarema (SP);7753
2606705;Ibirajuba (PE);7762
1101005;Governador Jorge Teixeira (RO);7767
4107751;Figueira (PR);7770
5202155;Araguapaz (GO);7770
2109759;Santa Filomena do Maranhão (MA);7773
1600238;Ferreira Gomes (AP);7780
2806404;Santana do São Francisco (SE);7780
3164001;São Pedro dos Ferros (MG);7781
2515971;Sobrado (PB);7783
2707404;Porto de Pedras (AL);7786
5204854;Campo Limpo de Goiás (GO);7789
2109551;Ribamar Fiquene (MA);7791
2106359;Marajá do Sena (MA);7792
2505006;Cubati (PB);7797
4316501;Salvador do Sul (RS);7799
4123303;Santa Cruz de Monte Castelo (PR);7800
3511201;Catiguá (SP);7804
2104628;Governador Luiz Rocha (MA);7807
3553500;Tapiraí (SP);7807
2922730;Nova Fátima (BA);7812
3165701;Senador Firmino (MG);7812
2919900;Macururé (BA);7824
3105004;Baldim (MG);7826
2306207;Itaiçaba (CE);7827
3200359;Alto Rio Novo (ES);7836
2301505;Arneiroz (CE);7840
4218509;Treze Tílias (SC);7840
3123528;Durandé (MG);7841
3523800;Itobi (SP);7841
2511103;Pedra Lavrada (PB);7843
2201051;Assunção do Piauí (PI);7846
1301951;Itamarati (AM);7851
5007554;Santa Rita do Pardo (MS);7851
3204252;Ponto Belo (ES);7863
4103800;Cambira (PR);7865
2410207;Portalegre (RN);7867
5002159;Bodoquena (MS);7875
4218251;Timbó Grande (SC);7877
4322301;Tuparendi (RS);7893
4109906;Icaraíma (PR);7904
2931103;Tanquinho (BA);7918
4127809;Tomazina (PR);7918
4201703;Ascurra (SC);7934
2507606;Juarez Távora (PB);7936
1713601;Monte do Carmo (TO);7947
3130309;Iguatama (MG);7947
2708709;São Miguel dos Milagres (AL);7951
3135357;Japonvar (MG);7969
4104105;Campo do Tenente (PR);7971
3139706;Maravilhas (MG);7976
3124807;Estrela do Sul (MG);7978
3527009;Lindóia (SP);7980
3168804;Tiradentes (MG);7981
1400605;São Luiz (RR);7986
2209971;São João do Arraial (PI);7989
3521507;Irapuã (SP);7993
5204003;Cabeceiras (GO);7993
4316709;Santa Bárbara do Sul (RS);7994
2403004;Cruzeta (RN);7998
4306056;Cristal (RS);8009
4121752;Reserva do Iguaçu (PR);8010
3145877;Orizânia (MG);8018
3169208;Tombos (MG);8022
3121100;Delfim Moreira (MG);8025
3506409;Bilac (SP);8034
2915700;Itamari (BA);8035
3531209;Monte Alegre do Sul (SP);8038
1717909;Ponte Alta do Tocantins (TO);8039
3128907;Guimarânia (MG);8039
5221197;Terezópolis de Goiás (GO);8043
5213707;Montes Claros de Goiás (GO);8055
5204250;Cachoeira Dourada (GO);8067
4312252;Minas do Leão (RS);8075
1505601;Peixe-Boi (PA);8077
2413409;Serra Negra do Norte (RN);8078
3147709;Passa Tempo (MG);8084
4309050;Glorinha (RS);8098
4317004;Santana da Boa Vista (RS);8098
4210308;Major Vieira (SC);8103
3156304;Rodeiro (MG);8109
2307205;Jati (CE);8111
3528106;Macaubal (SP);8120
2910305;Elísio Medrado (BA);8122
4127957;Tupãssi (PR);8124
2100402;Altamira do Maranhão (MA);8128
2410900;Riachuelo (RN);8128
3154457;Riachinho (MG);8136
3157252;Santa Bárbara do Leste (MG);8147
3111408;Campo Florido (MG);8151
4117008;Nova Fátima (PR);8153
3519907;Iepê (SP);8159
5214861;Nova Glória (GO);8164
5103601;Dom Aquino (MT);8178
2402402;Carnaúba dos Dantas (RN);8180
3500402;Águas da Prata (SP);8180
4111555;Ivaté (PR);8185
1400506;São João da Baliza (RR);8201
2412807;São Rafael (RN);8202
2615904;Tuparetama (PE);8202
1716703;Colméia (TO);8205
4117222;Nova Santa Rosa (PR);8219
2922805;Nova Itarana (BA);8226
1503754;Jacareacanga (PA);8239
3519808;Icém (SP);8243
2202026;Buriti dos Montes (PI);8244
2406601;Lagoa Salgada (RN);8245
3143450;Montezuma (MG);8249
4204905;Descanso (SC);8250
2906402;Candeal (BA);8258
4304713;Caraá (RS);8270
4211108;Monte Castelo (SC);8275
3146503;Pains (MG);8283
3545159;Saltinho (SP);8286
2203008;Cristalândia do Piauí (PI);8294
3521606;Irapuru (SP);8294
4216800;São José do Cerrito (SC);8295
2505402;Desterro (PB);8297
2919108;Lamarão (BA);8307
2800704;Brejo Grande (SE);8309
2205854;Madeiro (PI);8310
2506251;Gado Bravo (PB);8316
1200328;Jordão (AC);8317
3153509;Alto Jequitibá (MG);8317
2916708;Itaquara (BA);8319
2700607;Barra de São Miguel (AL);8322
3517802;Guaraçaí (SP);8323
2201960;Brasileira (PI);8329
2407302;Marcelino Vieira (RN);8347
2500775;Aparecida (PB);8347
4215653;Santa Rosa do Sul (SC);8358
2501575;Barra de Santana (PB);8359
2703601;Japaratinga (AL);8361
5107776;Santa Terezinha (MT);8371
2917359;Jaborandi (BA);8385
4308805;General Câmara (RS);8385
3161700;São Gonçalo do Abaeté (MG);8389
3129004;Guiricema (MG);8392
2920304;Malhada de Pedras (BA);8393
3129608;Ibiaí (MG);8395
5104906;Jangada (MT);8409
1700707;Alvorada (TO);8412
4112751;Jesuítas (PR);8412
3140530;Martins Soares (MG);8417
3515202;Estrela d'Oeste (SP);8419
3548054;Santo Antônio do Aracanguá (SP);8420
1718303;Praia Norte (TO);8432
3151909;Pocrane (MG);8432
2509305;Mataraca (PB);8434
3103702;Araponga (MG);8439
3148509;Pavão (MG);8450
2106672;Milagres do Maranhão (MA);8464
4306932;Entre-Ijuís (RS);8475
4314159;Paverama (RS);8487
2205953;Marcolândia (PI);8492
2104073;Feira Nova do Maranhão (MA);8504
4201208;Antônio Carlos (SC);8513
1702000;Araguaçu (TO);8517
2921609;Morpará (BA);8519
2802700;Ilha das Flores (SE);8520
3102852;Angelândia (MG);8520
2112001;Tasso Fragoso (MA);8521
4128559;Vera Cruz do Oeste (PR);8521
2512804;Riacho dos Cavalos (PB);8526
4203501;Campo Erê (SC);8526
2914307;Iramaia (BA);8537
1100502;Novo Horizonte do Oeste (RO);8538
2205557;Lagoa Alegre (PI);8542
5220504;Serranópolis (GO);8544
1504109;Magalhães Barata (PA);8548
2204907;Isaías Coelho (PI);8549
2603603;Camutanga (PE);8551
2509057;Marcação (PB);8558
3503406;Arealva (SP);8560
4311155;Jóia (RS);8560
3300951;Comendador Levy Gasparian (RJ);8561
2919058;Lajedo do Tabocal (BA);8562
3534807;Ouro Verde (SP);8562
4123709;Santa Isabel do Ivaí (PR);8562
2923308;Ouriçangas (BA);8564
5101605;Barão de Melgaço (MT);8564
3150158;Piedade de Caratinga (MG);8566
4127908;Tuneiras do Oeste (PR);8566
2206720;Nazária (PI);8570
4103503;Califórnia (PR);8570
3140555;Mata Verde (MG);8586
2313252;Tarrafas (CE);8592
3151008;Piranguinho (MG);8596
3152907;Pratápolis (MG);8603
3157336;Santa Cruz de Minas (MG);8604
5205455;Cezarina (GO);8606
5213509;Monte Alegre de Goiás (GO);8606
3144508;Nazareno (MG);8608
2909000;Cordeiros (BA);8614
3511904;Clementina (SP);8617
3513207;Cristais Paulista (SP);8631
3112802;Capitólio (MG);8632
2912806;Ibirapuã (BA);8637
3204658;São Domingos do Norte (ES);8638
2921450;Mirante (BA);8641
5108907;Nova Maringá (MT);8641
3150505;Pimenta (MG);8660
5200803;Alvorada do Norte (GO);8660
3537503;Pereiras (SP);8668
2103125;Central do Maranhão (MA);8673
3158904;Santana do Manhuaçu (MG);8674
3171709;Virgínia (MG);8674
4201505;Armazém (SC);8674
4217907;Tangará (SC);8676
3142601;Monsenhor Paulo (MG);8688
2206803;Nossa Senhora dos Remédios (PI);8692
3166709;Serra dos Aimorés (MG);8699
4319802;São Vicente do Sul (RS);8721
2308807;Moraújo (CE);8724
2407401;Martins (RN);8725
5102850;Castanheira (MT);8729
2900108;Abaíra (BA);8739
4108957;Guamiranga (PR);8739
5222054;Vicentinópolis (GO);8743
5219704;Santa Terezinha de Goiás (GO);8744
4107256;Douradina (PR);8747
5219407;Santa Rita do Araguaia (GO);8756
2916203;Itapé (BA);8761
4127882;Tunas do Paraná (PR);8769
5200050;Abadia de Goiás (GO);8773
4305009;Catuípe (RS);8774
2208700;Redenção do Gurguéia (PI);8778
4215679;Santa Terezinha (SC);8787
5105002;Jauru (MT);8793
2804458;Nossa Senhora Aparecida (SE);8796
3556909;Vista Alegre do Alto (SP);8810
3546900;Santa Lúcia (SP);8817
4106001;Congonhinhas (PR);8818
4212254;Passo de Torres (SC);8823
2902302;Aratuípe (BA);8825
4114906;Marilândia do Sul (PR);8836
2933174;Varzedo (BA);8838
5203401;Bom Jardim de Goiás (GO);8841
4126009;São Sebastião da Amoreira (PR);8853
1707702;Filadélfia (TO);8856
3143500;Morada Nova de Minas (MG);8863
2105948;Lago dos Rodrigues (MA);8873
3116803;Coluna (MG);8873
3514304;Dourado (SP);8873
5212709;Mambaí (GO);8882
3202553;Ibitirama (ES);8889
3118908;Cordisburgo (MG);8890
2807204;Siriri (SE);8893
3128402;Guarani (MG);8911
